Variant,N core rows,Equation,Horizon (days),Regressor,N,Date clusters,Beta,SE (cluster-by-date),p (cluster-by-date),SE (Driscoll-Kraay),p (Driscoll-Kraay),SE (month block bootstrap),Predicted sign (P1),Sign check
alt_D_q100k,9415,outcome=L,14,D,9345,1869,-0.01254855814874498,0.004640738178142033,0.006913160854589765,0.008055556188670404,0.1194614606457076,0.00867627760724885,(no prior),n/a (no P1 prior)
alt_D_q100k,9415,outcome=L,14,L,9345,1869,-0.027448414286798783,0.005381271045332705,3.726498882043814e-07,0.01457511091201121,0.05982325822316891,0.015169776524749353,(no prior),n/a (no P1 prior)
alt_D_q100k,9415,outcome=L,30,S,9265,1853,0.0809588564751815,0.015397133257856448,1.6243606132192924e-07,0.03409419904891079,0.017671063536767777,0.03483537276378518,+,"MATCH (p<.05, DK)"
alt_D_q100k,9415,outcome=L,30,D,9265,1853,-0.02096666758243289,0.0054644879465954145,0.00012877674404501745,0.013781063881956724,0.1283273407275045,0.013208585675328753,(no prior),n/a (no P1 prior)
alt_D_q100k,9415,outcome=L,30,L,9265,1853,-0.04348831839611831,0.006521739786638794,3.4072003110700784e-11,0.027148752958102214,0.10935859964467307,0.02600211518231082,(no prior),n/a (no P1 prior)
alt_D_q100k,9415,outcome=D,1,L,9410,1882,-0.0075131444475172865,0.00639614290723816,0.24028875899051555,0.0053933092038563,0.1637695531213919,0.007641574534429831,-,sign matches but not sig. (DK p=0.164)
alt_D_q100k,9415,outcome=D,1,S,9410,1882,-0.12667382057875412,0.026687988877067314,2.2262103628116537e-06,0.027306947984516983,3.7444320438064173e-06,0.03821679492441649,(no prior),n/a (no P1 prior)
alt_D_q100k,9415,outcome=D,1,D,9410,1882,-0.4802700123844703,0.011340477759862966,8.142382896177893e-276,0.01627248702336433,1.1855891585271856e-157,0.02658077193184745,(no prior),n/a (no P1 prior)
alt_D_q100k,9415,outcome=D,7,L,9380,1876,-0.004726959742305273,0.00658897787476628,0.4732141532861047,0.00891551221006727,0.5960395371066395,0.01015072769964725,-,sign matches but not sig. (DK p=0.596)
alt_D_q100k,9415,outcome=D,7,S,9380,1876,-0.14220791709194655,0.029472629949280873,1.5125885898453805e-06,0.040900818158355785,0.0005188149722550974,0.051345886914321584,(no prior),n/a (no P1 prior)
alt_D_q100k,9415,outcome=D,7,D,9380,1876,-0.5966430186843034,0.011853916516626688,0.0,0.019606371603873782,1.2038459278777007e-165,0.033227231120530276,(no prior),n/a (no P1 prior)
alt_D_q100k,9415,outcome=D,14,L,9345,1869,-0.0064978853247280735,0.00680821632163674,0.3399955031302044,0.01108529433437796,0.5578309862086256,0.012742946038593283,-,sign matches but not sig. (DK p=0.558)
alt_D_q100k,9415,outcome=D,14,S,9345,1869,-0.10253882325137759,0.02955269875520485,0.0005328799110808976,0.048439126129544825,0.03440365862199191,0.05164234500510624,(no prior),n/a (no P1 prior)
alt_D_q100k,9415,outcome=D,14,D,9345,1869,-0.6335709771951067,0.011690648080291273,0.0,0.02307530439444239,1.0463323396851007e-139,0.028535118250488087,(no prior),n/a (no P1 prior)
alt_D_q100k,9415,outcome=D,30,L,9265,1853,0.003502765934508749,0.00646431849439273,0.5879790382157184,0.013965976108165317,0.8019910754028767,0.014400281533759806,-,"WRONG SIGN (predicted -, got +)"
alt_D_q100k,9415,outcome=D,30,S,9265,1853,-0.12691114442036294,0.03128033662149485,5.172344178932642e-05,0.07216954138135274,0.07882524805235469,0.06668487555002142,(no prior),n/a (no P1 prior)
alt_D_q100k,9415,outcome=D,30,D,9265,1853,-0.6861873395234127,0.01150452802253112,0.0,0.026527486459681133,3.296653511249041e-126,0.02618857475156238,(no prior),n/a (no P1 prior)
