date,legs,routes,single_leg_routes,multi_leg_routes,round_trip_routes,economic_multileg_routes,cross_venue_routes,cross_venue_share,cross_venue_usd_share,cross_venue_share_unfiltered,cross_venue_usd_share_unfiltered,round_trip_share_of_multileg,round_trip_usd_share_of_multileg,economic_multileg_usd,cross_venue_usd,total_usd,venues_active
2021-12-29,156467,125059,99236,25823,3853,21970,3188,0.14510696404187529,0.4324356856005378,0.2535723967006157,0.568514514082795,0.14920807032490416,0.2780441910889968,421925170.45104486,182455500.35612136,2195049880.5128846,5
2021-12-30,128581,100021,76401,23620,2699,20921,3107,0.1485110654366426,0.4171786737640992,0.2266299745977985,0.5517016959118107,0.11426756985605419,0.2920674902069066,386202926.17155266,161115624.54406264,2065638746.7546287,5
2021-12-31,149366,116957,90262,26695,3291,23404,3226,0.13783968552384207,0.45140243588117535,0.2217269151526503,0.5430889997876455,0.12328151339202098,0.22599932920261007,454922998.28512067,205353349.5642712,2133187610.0983062,5
2022-01-01,120878,94852,73756,21096,2566,18530,3097,0.1671343766864544,0.48876074640446476,0.2458759954493743,0.5971616059599236,0.12163443306788016,0.24242805703447692,381692571.2695222,186556346.03073102,1896068616.1625695,5
2022-01-02,120938,96636,76654,19982,2556,17426,2867,0.16452427407322393,0.4255347151487603,0.24647182464217796,0.5456012489883779,0.12791512361125013,0.24979503758952562,304360746.45746005,129516063.54623932,1539749074.4797943,5
2022-01-03,126110,100064,79082,20982,2474,18508,2824,0.15258266695483033,0.40388592814462276,0.23300924602039844,0.512531386218213,0.11791059002954914,0.2077527473678712,382805449.81637555,154609734.39790666,1994663825.2163308,5
2022-01-04,119840,95360,75429,19931,2415,17516,2629,0.15009134505594884,0.36923010098969855,0.23079624705233054,0.4617531493453883,0.12116802970247353,0.2321598519240735,412143202.92690015,152175676.43891716,2174801782.254086,5
2022-01-05,136483,105248,80593,24655,3222,21433,3273,0.1527084402556805,0.4277907303461138,0.24230379233421212,0.5328996482385366,0.1306834313526668,0.22963114812426982,628459520.5382707,268849157.2840353,3022945160.6210003,5
2022-01-06,124593,95378,72569,22809,2975,19834,3236,0.16315417969143894,0.45101889257283,0.2479284492963304,0.5242396682414616,0.13043097023104916,0.18472639542735073,574528756.6588364,259123323.5795133,2745088300.7312326,5
2022-01-07,122097,92845,70465,22380,3253,19127,3230,0.16887122915250694,0.4359695354245489,0.2609025915996425,0.5305199500522446,0.14535299374441465,0.24013950722587576,636506933.0252776,277497631.88553476,3360595772.889272,5
2022-01-08,109000,84142,64575,19567,2684,16883,2737,0.1621157377243381,0.364432596076962,0.24648643123626515,0.4514874887846687,0.13716972453620893,0.21523501524963654,502084183.72481877,182975842.52401805,2437772227.550164,5
2022-01-09,80077,62935,48806,14129,1675,12454,1672,0.13425405492211337,0.3652487680384729,0.21303701606624673,0.4574795224207917,0.11855049897374195,0.17957801630868478,289230754.64946663,105641176.8145555,1652122710.1141539,5
2022-01-10,124510,99605,80282,19323,3443,15880,2681,0.1688287153652393,0.38427353478506954,0.2909486104642136,0.5171110149752315,0.17818144180510273,0.28246146241322917,633749483.9157587,243533154.3525222,2950376910.7205544,5
2022-01-11,114358,92421,74530,17891,2178,15713,2595,0.16514987589893718,0.4807517323191957,0.2471633782348667,0.5709928798534412,0.12173718629478508,0.2003091979787042,450320463.1812656,216492342.773176,2212232878.940429,5
2022-01-12,110657,87790,69374,18416,2474,15942,2857,0.17921214402208005,0.40676817342365584,0.26721329278887923,0.5089333742421855,0.13433970460469158,0.20352232673030637,431376717.7091519,175470319.52004373,2131337830.543547,5
2022-01-13,98670,78378,61881,16497,2018,14479,2568,0.177360314938877,0.47932749969275795,0.2558647026732133,0.5651954532232562,0.12232527126144148,0.19913903718022732,431571619.5930475,206864145.35788953,2497274219.237942,5
2022-01-14,102121,78924,58845,20079,1856,18223,2061,0.11309883114745102,0.44279640428243866,0.18008864983315903,0.543412385508511,0.09243488221524976,0.20803188678710294,318343599.7599672,140961401.3000413,1910136102.986508,5
2022-01-15,91374,72241,56223,16018,1736,14282,2094,0.14661812071138497,0.4696606545484575,0.21894119115994506,0.548662618561014,0.10837807466600075,0.24778175094864943,291289986.1524634,136807445.55977708,1407788172.8713412,5
2022-01-16,92929,73694,57933,15761,1939,13822,2154,0.1558385183041528,0.4413847517481854,0.23723114015608146,0.5506859956917646,0.12302518875705856,0.24701623200218714,290198323.04969734,128089114.77703038,1555529080.0494556,5
2022-01-17,110437,84507,64205,20302,2940,17362,2863,0.16490035710171638,0.41911462070199307,0.26342232292384987,0.5779769569065288,0.14481331888483892,0.3100691242542658,458890840.64374936,192327860.62002376,2389751200.4984035,5
2022-01-18,106276,82203,63018,19185,2501,16684,2752,0.16494845360824742,0.42526087109993777,0.24894448788115717,0.5167270279261482,0.1303622621839979,0.2079547989390673,442100697.63748753,188008127.79120815,2232909326.4264846,5
2022-01-19,111275,87268,67956,19312,2605,16707,2874,0.17202370263961214,0.4574185029900053,0.25849212924606463,0.5687704374644221,0.13489022369511186,0.24894500366339492,397365091.5967413,181762145.33866775,2488703567.8463416,5
2022-01-20,118436,93607,73537,20070,2713,17357,2786,0.1605116091490465,0.5126960104976093,0.24927752864972597,0.5945148099118561,0.13517688091679123,0.20255509320982562,552387424.9855818,283206829.0391552,2749680515.7889514,5
2022-01-21,139617,105178,78897,26281,4498,21783,3673,0.16861772942202635,0.484396890815739,0.2810775845667973,0.6137902657769206,0.17115026064457212,0.33868179221595573,987637619.1718888,478408591.9795219,5937794203.326261,5
2022-01-22,143526,107676,81116,26560,5216,21344,4216,0.1975262368815592,0.5800654986543518,0.32033132530120484,0.6610953848767245,0.1963855421686747,0.27801304022539186,865581893.1703091,502094192.48801315,4975308554.728258,5
2022-01-23,97053,75395,58505,16890,2645,14245,2335,0.1639171639171639,0.5166309005073217,0.2641799881586738,0.5856794164783284,0.1566015393724097,0.222054726645624,404528695.07302535,208992024.01662883,2854597255.778332,5
2022-01-24,123321,92128,68695,23433,4326,19107,3336,0.17459569791176008,0.5119250583547634,0.28963427644774464,0.5847487877684143,0.1846114453975163,0.2430200747936224,736170123.3587525,376863933.3594628,4147133911.55572,5
2022-01-25,99119,78650,62659,15991,2238,13753,2100,0.1526939576819603,0.4465233726299958,0.2434494403101745,0.5321395090365091,0.13995372396973296,0.2180939913641378,328109396.06952024,146508514.12455326,2284145769.382251,5
2022-01-26,109645,85146,66525,18621,2921,15700,2624,0.16713375796178345,0.5259603332781874,0.2670103646420708,0.6042895018247425,0.15686590408678375,0.25112028903938377,530625531.28773725,279087981.28201354,3570560343.092744,5
2022-01-27,95338,74599,58520,16079,2891,13188,2231,0.1691689414619351,0.6016229648747494,0.2882641955345482,0.6759051608504004,0.17979973878972572,0.2507699655113787,558354532.081585,335918909.0421766,4601521845.871704,5
2022-01-28,90554,72369,57865,14504,2228,12276,1932,0.1573802541544477,0.6568948740985889,0.254619415333701,0.770215325353121,0.15361279646993933,0.37040078697049705,595219810.7568595,390996842.6481132,5195645067.75845,5
2022-01-29,85035,68111,54545,13566,1940,11626,1747,0.15026664372957166,0.5102231235584359,0.24023293527937492,0.6405174290522178,0.14300457024915228,0.32719278785891426,319636211.180746,163085786.0710241,2601061725.9220204,5
2022-01-30,80562,65167,52481,12686,1851,10835,1586,0.14637748038763268,0.41926641177389584,0.24121078354091124,0.5770281195464727,0.14590887592621787,0.30363507039908477,247406228.16129905,103729121.53170164,1602568314.758338,5
2022-01-31,82505,65728,52461,13267,2071,11196,1740,0.15541264737406216,0.510503514566814,0.2597422175322228,0.5903730667501071,0.15610160548729932,0.19886354575604775,327109379.9699446,166990488.1224281,2039554790.1786468,5
2022-02-01,84588,68638,55769,12869,1661,11208,1526,0.13615274803711636,0.5126297293950473,0.2185095967052607,0.5491680819376776,0.1290698577978087,0.19064924417813883,372717696.1592848,191066171.7228796,2035768822.1227336,5
2022-02-02,90770,74021,60458,13563,1703,11860,1627,0.13718381112984823,0.49625394960952135,0.21757723217577232,0.5611419121191412,0.1255621912556219,0.19637644163157322,275270875.2114205,136604259.0361371,1959902633.5205448,5
2022-02-03,86932,69975,56181,13794,1852,11942,1697,0.1421035002512142,0.4757330668083819,0.2290126141800783,0.5707032249309412,0.13426127301725388,0.24338265637238496,236028136.1641354,112286389.07043049,1832405560.2565408,5
2022-02-04,103758,83384,67083,16301,2229,14072,2017,0.14333428084138716,0.43408486654272954,0.23176492239739893,0.5325580153939449,0.13674007729587143,0.22809417926378395,344523844.64152133,149552587.12200287,2269805422.055488,5
2022-02-05,93844,75235,60262,14973,1791,13182,2041,0.15483234714003946,0.5044787994857453,0.22807720563681294,0.5761677040610289,0.11961530755359648,0.19074976095810695,301879321.94120795,152291717.92247137,1893585807.3893535,5
2022-02-06,98246,79829,64527,15302,1774,13528,2046,0.15124186871673567,0.4709494215694512,0.22689844464775846,0.569445996721496,0.11593255783557704,0.22097207812709832,246181841.76526394,115939195.98025322,1464447766.386457,5
2022-02-07,100320,80302,63743,16559,1717,14842,1991,0.13414634146341464,0.44770909255468055,0.20025363850474062,0.5190346530598924,0.10368983634277432,0.17898322549035847,344999595.55585444,154459455.8580434,2148022346.885425,5
2022-02-08,112546,89925,71446,18479,2139,16340,2241,0.13714810281517748,0.4965081531673862,0.21007630283023973,0.5658623979215271,0.115753016938146,0.19191860398921415,327294050.3752028,162504164.4944654,2065091604.5356684,5
2022-02-09,119787,97027,78123,18904,1822,17082,2000,0.11708230886313079,0.2501086693287033,0.18128438425730004,0.3148876620959006,0.09638171815488786,0.10065238909445626,481912674.0516534,120530537.63969615,2050121341.3301387,5
2022-02-10,109530,87871,70127,17744,2059,15685,1964,0.1252151737328658,0.4216905759987506,0.19910955816050496,0.5298239951250807,0.11603922452660054,0.27368832779684743,329939125.459375,139132219.8594879,2611506937.030285,5
2022-02-11,122324,92796,72975,19821,2415,17406,2263,0.1300126393197748,0.43613290978785146,0.21063518490489885,0.5149668053948465,0.12184047222642652,0.19638402702649893,402931495.17281854,175731685.434891,2705859436.375244,5
2022-02-12,112162,90143,72260,17883,1755,16128,1883,0.11675347222222222,0.4495986506159559,0.181569087960633,0.5041509989208453,0.09813789632611977,0.13738075604242994,273888876.65458214,123140069.36262012,1688352965.614547,5
2022-02-13,98816,79396,63148,16248,1577,14671,1816,0.12378160997886987,0.4595625409715204,0.18537666174298376,0.54693879840217,0.09705809945839487,0.19260837177735604,183479245.22052276,84320188.14908013,1252762755.0139487,5
2022-02-14,96116,76326,59984,16342,1878,14464,2108,0.14574115044247787,0.4377972743453671,0.2165585607636764,0.5149328382142532,0.11491861461265451,0.18586614846106728,243694675.34244043,106688864.63739955,1723620288.4134321,5
2022-02-15,107599,85972,68411,17561,2044,15517,2226,0.14345556486434233,0.46646619369182524,0.2137122031774956,0.5225992844713595,0.11639428278571835,0.16822247434517035,321096086.13742846,149780469.1098687,1896651563.813293,5
2022-02-16,110911,88600,71865,16735,1709,15026,2056,0.13682949554106216,0.514761727847389,0.20388407529130564,0.5566284425693429,0.1021213026590977,0.1458607324529302,343183460.077652,176657710.87821758,2067186719.517385,5
2022-02-17,115527,91506,72451,19055,2367,16688,2290,0.13722435282837966,0.46038665016757113,0.22099186565205983,0.5468380567980323,0.12421936499606402,0.22676247036115638,322113811.3669758,148296898.5879509,2493778705.8233976,5
2022-02-18,106416,87640,72168,15472,1667,13805,1984,0.14371604491126402,0.49731249182798887,0.21387021716649432,0.5567472928531874,0.10774301964839711,0.14795629612387073,297328567.37333673,147865210.73208016,2027579917.420386,5
2022-02-19,93073,75132,60753,14379,1681,12698,1857,0.1462435029138447,0.4524709555700178,0.2192781139161277,0.5065560841972016,0.11690659990263579,0.14652356262876512,197779159.8905312,89489325.467504,1237669136.547126,5
2022-02-20,100807,79129,62403,16726,2329,14397,2389,0.1659373480586233,0.45995248665697286,0.2501494678942963,0.513995332597164,0.13924429032643787,0.14122641705582165,302477928.3534175,139125475.30500406,1805322538.225612,5
2022-02-21,90200,71741,58037,13704,2086,11618,1739,0.14968152866242038,0.4944533929481704,0.24277583187390542,0.5379021782511334,0.15221833041447752,0.20373561600130372,306484065.5612228,151542086.10129613,2698907285.023235,5
2022-02-22,100401,80399,64531,15868,2220,13648,1958,0.14346424384525205,0.4345727234261633,0.23235442399798337,0.5103126759520134,0.13990420973027476,0.1861397211991982,263132566.7497626,114350236.15456104,2220288451.998144,5
2022-02-23,93082,75847,62474,13373,1850,11523,1650,0.14319187711533454,0.48501924745304725,0.23061392357735735,0.570200534769187,0.13833844313168325,0.23431747750488718,243353649.40054592,118031203.89720549,1902379234.534223,5
2022-02-24,141348,107478,82244,25234,4357,20877,3582,0.1715763759160799,0.5217523426404336,0.27653166362843784,0.574944916212412,0.1726638662122533,0.20381178814987366,689944608.9491385,359980216.01135087,4124220538.1817565,5
2022-02-25,90868,71799,57813,13986,2592,11394,2002,0.1757065121994032,0.5838782018426141,0.2802087802087802,0.6045646751858352,0.18532818532818532,0.15719954149685914,380076139.7022096,221918173.01260832,2686085255.4213667,5
2022-02-26,84880,67331,53844,13487,2209,11278,1855,0.1644795176449725,0.5025256374713952,0.26254912137614,0.580060149277845,0.16378735078223475,0.22893156315484608,171194095.19452214,86029421.81896596,1537085361.9375186,5
2022-02-27,95766,75383,60348,15035,2796,12239,2135,0.1744423564016668,0.5319126194949473,0.27941469903558364,0.6031060519232141,0.18596607914865315,0.29025293903807,217425497.12799048,115651365.72234055,2235871060.0560293,5
2022-02-28,89332,70434,56145,14289,2268,12021,2037,0.16945345645121038,0.44977488002213234,0.2641892364756106,0.5319320671470771,0.1587234935964728,0.2183584872042747,246680953.11643544,110950896.09169,2440202204.348166,5
2022-03-01,107269,84353,66622,17731,2526,15205,2351,0.15462019072673464,0.4863853662589623,0.24313349500874176,0.5496241780575035,0.14246235406914443,0.17954770785774957,402910464.07291156,195969753.63767156,2452857999.6140766,5
2022-03-02,111992,89366,71079,18287,2486,15801,2166,0.13707993164989557,0.5346470499893883,0.22321867993656697,0.5902362367042031,0.13594356646798272,0.21504818603763975,332294744.79393715,177660405.03105515,2486594168.499731,5
2022-03-03,112288,89727,71373,18354,2164,16190,2060,0.1272390364422483,0.4922897957661464,0.19995641277105808,0.5661051532486933,0.11790345428789364,0.18620264795158104,255627678.33306852,125842897.55876046,1692149234.94197,5
2022-03-04,113972,88669,69167,19502,2850,16652,2502,0.15025222195532068,0.5342966882974658,0.24233411957747925,0.6193847746822668,0.1461388575530715,0.2587254757719359,338782090.6768973,181010149.10315797,2332581895.4950566,5
2022-03-05,106879,85143,67403,17740,2017,15723,2234,0.14208484385931439,0.4190147696907061,0.21544532130777902,0.548746541871567,0.1136978579481398,0.27842355764306065,172611634.97290477,72326824.47410792,1330505203.295012,5
2022-03-06,102276,79956,62410,17546,2702,14844,2468,0.16626246294799246,0.4871056288276763,0.2641057790949504,0.5885875962882525,0.15399521258406473,0.26006728337843854,210699455.52974895,102632890.77946737,1620420111.039702,5
2022-03-07,114366,87886,67704,20182,3187,16995,2785,0.1638717269785231,0.47740548108579944,0.2625111485482113,0.5609402886993086,0.15791299177484888,0.2175166495975153,273114643.31220937,130386427.68204182,2195049480.48687,5
2022-03-08,115411,90845,71177,19668,2378,17290,2147,0.12417582417582418,0.47804609302412443,0.19732560504372584,0.5536175797871611,0.12090705714866788,0.20692371940499818,223264138.1479134,106730548.95400837,2174242960.465901,5
2022-03-09,118690,92290,71712,20578,2512,18066,2541,0.14065094652939222,0.4643635641716117,0.217708232092526,0.5513531677017733,0.12207211585188064,0.22288075215216843,261353479.020586,121363033.02664986,1788965412.2131999,5
2022-03-10,107667,83470,64743,18727,2567,16160,2483,0.1536509900990099,0.5020277448682984,0.23810540930207721,0.5797969770787673,0.13707481176910344,0.24030749561273385,212400778.3334616,106631083.75501907,1719222176.8826995,5
2022-03-11,110077,85540,66444,19096,2755,16341,2542,0.1555596352732391,0.5393033011786948,0.24439673229995812,0.6119924797140988,0.14427105152911604,0.21534316323134273,243111782.59459126,131110986.90870023,1903761233.8258142,5
2022-03-12,98602,77987,61240,16747,1920,14827,2028,0.13677750050583395,0.58232922610785,0.21424732787962023,0.656730499605913,0.11464739953424494,0.20659882601955915,169140560.33003342,98495491.60043648,1153031268.2504969,5
2022-03-13,108022,85036,67023,18013,2499,15514,2357,0.15192729147866443,0.547480704795268,0.24632210070504634,0.6356023379212119,0.13873313717870428,0.28543081047529867,198840064.986692,108861098.92045105,1412758854.4182482,5
2022-03-14,112762,87884,68258,19626,2570,17056,2471,0.14487570356472795,0.533056692161127,0.23147865076938753,0.6150379666556465,0.13094874146540303,0.2240083840568373,207073120.9090038,110381712.86723468,1545597650.5704613,5
2022-03-15,116996,91907,72311,19596,2912,16684,2392,0.14337089426995925,0.48945840039064314,0.2397938354766279,0.6070581678775211,0.14860175546029802,0.2648838109386592,207263601.1344078,101446910.67045152,1516427556.206543,5
2022-03-16,111806,88248,69634,18614,2776,15838,2192,0.13840131329713348,0.4779375097076676,0.2253142795745138,0.5311983471080259,0.14913505963253465,0.2338555360787666,261778534.45926335,125113780.85438317,2277346088.069831,5
2022-03-17,125906,100106,78802,21304,3001,18303,3179,0.17368737365459214,0.3939344536692354,0.26464513706346227,0.5950103507756351,0.14086556515208412,0.3597203107724674,366924211.72348875,144544088.8833074,2140843033.3147616,5
2022-03-18,134400,104220,80986,23234,3549,19685,3754,0.19070358140716281,0.4259675961533204,0.28552982697770507,0.5507036067526795,0.15275027976241715,0.25642404186777473,477442947.3324704,203375224.5755688,2561257935.354113,5
2022-03-19,119383,95274,76199,19075,2446,16629,2401,0.14438631306753263,0.3071522474191107,0.22815203145478374,0.40174944060473483,0.12823066841415465,0.164377546314708,238026239.73252583,73110294.47856532,1456746911.0607834,5
2022-03-20,113944,91760,74348,17412,2559,14853,2169,0.1460311048273076,0.3325586552522215,0.24006432345508844,0.4956761623837026,0.14696760854583046,0.27651884141895555,184087264.7875138,61219813.22679521,1480438041.7002473,5
2022-03-21,113493,92097,74813,17284,2206,15078,2118,0.14046955829685634,0.4845600188220045,0.22344364730386485,0.5873578614771192,0.12763249247859293,0.23778276150927818,222123823.40746042,107632324.05113463,1570290853.266202,5
2022-03-22,116864,93617,75292,18325,1988,16337,2268,0.138825977841709,0.37718660623497796,0.2056207366984993,0.4635398932218632,0.10848567530695771,0.1885232802429228,288909046.8960708,108972622.90931103,1789049430.951394,5
2022-03-23,111161,89830,73145,16685,2197,14488,2109,0.14556874654886803,0.45050427001169024,0.22493257416841475,0.5229645973100641,0.13167515732694038,0.2522768501998726,206686853.04673442,93113309.85283259,1671023331.7663634,5
2022-03-24,117709,92726,73602,19124,2527,16597,2412,0.1453274688196662,0.4755028359173204,0.2289270027190964,0.4901440268855325,0.1321376281112738,0.20947509324092206,427376631.9885501,203218800.51534858,2302434696.9702086,5
2022-03-25,119903,94424,74460,19964,2668,17296,2491,0.14402173913043478,0.4180428101424547,0.22901222199959928,0.5028239896449613,0.1336405529953917,0.18569653797729682,352471119.64771146,147348017.35158667,2203086603.6910477,5
2022-03-26,99858,80437,64988,15449,1859,13590,2156,0.15864606328182487,0.46228243177460204,0.2347724771829892,0.5392633282973057,0.12033141303644249,0.27557555903704806,164538961.989427,76063471.47014113,1174492025.8968453,5
2022-03-27,116980,92497,73115,19382,2802,16580,2495,0.15048250904704463,0.4623246454298387,0.24625941595294604,0.5238138435567519,0.1445671241357961,0.1729275578084406,242124321.27613518,111940040.98392954,1465396093.145888,5
2022-03-28,147935,116964,92622,24342,2919,21423,3238,0.1511459646174672,0.4169511260702762,0.22828855476131787,0.4756225924388612,0.11991619423219127,0.1888997342470125,413744441.3843009,172511210.74050164,2150242677.583854,5
2022-03-29,146959,115849,92122,23727,2920,20807,3284,0.15783149901475466,0.4240050499578484,0.23315210519661145,0.48276780871481434,0.1230665486576474,0.1467278487848008,392909756.65702534,166595721.00028807,2127929739.9311123,5
2022-03-30,133993,106477,85252,21225,2620,18605,2690,0.14458478903520558,0.4127600484649859,0.22383981154299176,0.46631395566215716,0.12343934040047114,0.14887406752061874,277648259.9418876,114602109.22983253,2043683152.2461975,5
2022-03-31,130095,103742,83266,20476,2625,17851,2572,0.14408156405803596,0.36129034870854304,0.226020707169369,0.46819466739350385,0.12819886696620433,0.24013798010820256,301334622.55255127,108869290.85996845,2437066872.739807,5
2022-04-01,133261,106375,84944,21431,2650,18781,2417,0.1286938927639636,0.3906477843371125,0.20913629788623955,0.4900569054216978,0.12365265269936074,0.20056842191147245,309866149.7978976,121048524.8596205,2279336132.881057,5
2022-04-02,142006,113172,90659,22513,2866,19647,3135,0.15956634600702396,0.48099028985277636,0.24146048949495846,0.5450256210738021,0.12730422422600277,0.15801789206772898,391086469.4050213,188108794.27662015,2167171805.710454,5
2022-04-03,130710,106805,87367,19438,2320,17118,2553,0.14914125481948826,0.4368506060086198,0.2236855643584731,0.5159498466233001,0.11935384298796173,0.1960819281392594,235827318.17420673,103021306.85778981,1659567145.266677,5
2022-04-04,137483,111676,90493,21183,2151,19032,2402,0.12620849096258932,0.4427557126940205,0.18840579710144928,0.5280959044556952,0.10154369069536892,0.18196268481134664,307444388.5444831,136122759.36378998,2200617875.761241,5
2022-04-05,117950,95709,77403,18306,1722,16584,2244,0.1353111432706223,0.4947248304207966,0.19540041516442697,0.5745286343935949,0.09406751884627991,0.1821705534675719,279338074.83066463,138195481.70067236,1987490561.3147357,5
2022-04-06,130731,102505,80009,22496,2710,19786,2879,0.1455069240877388,0.4911712966089839,0.22101706970128024,0.5469523330566556,0.12046586059743955,0.23046084326584987,402425650.05054617,197659928.32403997,2909006982.121103,5
2022-04-07,106301,84768,67343,17425,2080,15345,2389,0.15568589116976214,0.4792408558759481,0.23248206599713056,0.5208810732552765,0.1193687230989957,0.19590136680172515,323868782.18456435,155211152.36563164,2225724641.087256,5
2022-04-08,104345,82893,66398,16495,2314,14181,2250,0.15866299978844933,0.5318391928661825,0.2418308578357078,0.5580716484346903,0.14028493482873597,0.1541393290089654,479354221.05272007,254939362.02167627,2504025742.5842013,5
2022-04-09,99721,79514,63692,15822,1839,13983,2040,0.14589143960523493,0.46006173551698243,0.2210213626595879,0.5726463611800615,0.11623056503602579,0.3519890938009464,177428195.87991938,81627923.72616282,1704904857.3393645,5
2022-04-10,100933,80410,64440,15970,1957,14013,2071,0.14779133661599944,0.4753335359681137,0.21941139636819035,0.548477079621784,0.12254226675015654,0.25516437668579545,183044807.86971503,87007335.76531565,1202584020.1455414,5
2022-04-11,129696,99381,77338,22043,3321,18722,3431,0.18326033543424847,0.4816682742513434,0.27065281495259264,0.5586788533925403,0.1506600734927188,0.20835644421592545,513470797.81685686,247322593.0629059,3345344322.006501,5
2022-04-12,113609,88906,69581,19325,2547,16778,2618,0.15603766837525332,0.46095335220075956,0.24134540750323416,0.5151412843214168,0.1317981888745149,0.15055052145616385,397961772.5795928,183441813.11831963,2440245992.8434615,5
2022-04-13,109382,84999,66345,18654,2466,16188,2658,0.1641957005189029,0.41596338284884676,0.24729280583252922,0.47040854905884966,0.13219684786104857,0.16041233129767596,296831556.0532249,123471058.19218652,2030861489.8893037,5
2022-04-14,119184,95189,76327,18862,2571,16291,2653,0.1628506537351912,0.43568539700738756,0.24790584243452443,0.5175376661064048,0.13630580002120665,0.17940265916008044,286385806.78407156,124774113.92599921,1847310021.9069605,5
2022-04-15,96400,76420,60622,15798,2100,13698,2065,0.15075193458899108,0.46473564252745436,0.23667552854791746,0.545472540679332,0.13292821876186858,0.17812902125990335,209137371.10013455,97193590.5347237,1673942927.232019,5
2022-04-16,96794,76419,60382,16037,1645,14392,1780,0.1236798221234019,0.39563153536593004,0.1856955789736235,0.5272233785141253,0.10257529463116544,0.23583598384864704,128118423.11687464,50687688.44639098,862907918.9224961,5
2022-04-17,120734,93194,71283,21911,2268,19643,2966,0.15099526548897826,0.5814175962097919,0.2177901510656748,0.5781904501936381,0.10350965268586555,0.25833969793136297,266494971.7941065,154944865.90252572,1456330001.6555238,5
2022-04-18,122359,95486,74556,20930,2487,18443,3035,0.16456108008458495,0.4896208745792145,0.23989488772097467,0.498950995817952,0.1188246536072623,0.20170838092250043,324224233.69941735,158746952.86368436,1729277217.665444,5
2022-04-19,117569,91971,71527,20444,2129,18315,2864,0.15637455637455638,0.3772259012286827,0.2222657014282919,0.5046689736103345,0.10413813343768343,0.22431592450174345,330261192.5087697,124583075.98498012,1601283453.4360528,5
2022-04-20,117284,92689,72942,19747,2065,17682,2718,0.15371564302680693,0.43293787589529104,0.21704562718387604,0.5202117457526579,0.10457284650833037,0.18465362787160416,365316212.8256115,158159225.2108323,2016815162.1953628,5
2022-04-21,123756,97198,75740,21458,2246,19212,2721,0.14163023110555903,0.41639080799127165,0.20985180352316152,0.46546460663188194,0.10466958710038214,0.17659802627307603,357924717.3780132,149036562.26907846,2200883758.153078,5
2022-04-22,106277,84965,67924,17041,2085,14956,2176,0.14549344744584114,0.44184770977928345,0.2236957925004401,0.5369441738701756,0.12235197464937504,0.19996380441809147,241446038.0102286,106682378.93010134,1738129880.006393,5
2022-04-23,105258,82726,64442,18284,1730,16554,2146,0.12963634166968707,0.4240302761689319,0.1886348720192518,0.5239996362383741,0.09461824546051192,0.19983824127679173,160825124.90775234,68194722.1295372,967206727.8733664,5
2022-04-24,94625,75807,60451,15356,1450,13906,2110,0.15173306486408744,0.43677998652153216,0.21216462620474083,0.5302635408388049,0.09442563167491534,0.18778139031902916,128424262.4238919,56093147.61054521,901122353.7977936,5
2022-04-25,116848,93911,76186,17725,2330,15395,2672,0.1735628450795713,0.45247499048641554,0.2556840620592384,0.5107159292630356,0.1314527503526093,0.15299356223061705,316130651.2693884,143041213.42558086,1959643206.6879244,5
2022-04-26,111788,90126,73488,16638,2155,14483,2239,0.154595042463578,0.4532580273239542,0.2337420363024402,0.5284645027677372,0.12952277918018992,0.1941614595997545,270372412.27644515,122548466.23124039,1810025282.2971656,5
2022-04-27,111668,88169,70891,17278,3179,14099,2037,0.14447833179658132,0.4575916940779209,0.26814446116448665,0.5413038089970867,0.183991202685496,0.2093702346707894,230685323.00002667,105559687.75049457,1632834781.6762278,5
2022-04-28,120678,95483,76687,18796,2418,16378,2467,0.1506288924166565,0.4650719781033219,0.2334539263673122,0.5462830439722666,0.12864439242391998,0.19205503854240216,333082412.26454055,154907296.34329605,2217557378.5811424,5
2022-04-29,137414,107965,85979,21986,2727,19259,3138,0.16293680876473338,0.478343229610824,0.24269989993632313,0.5328769759873183,0.12403347584826709,0.14668730981519743,391887627.1784323,187456793.22905383,2068482435.143074,5
2022-04-30,134687,105212,83531,21681,2892,18789,2991,0.15918888711480123,0.46523703743320177,0.23758129237581294,0.5233893590990571,0.13338868133388682,0.16000321753178764,517577916.4941957,240796416.5106087,2386315962.37196,5
2022-05-01,88052,70784,57611,13173,1730,11443,1800,0.1573014069736957,0.3858109703149239,0.23935322250056934,0.4729681176422025,0.13132923403932287,0.19916774730826597,286607497.82269716,110576316.83450723,1885996588.1993427,5
2022-05-02,83659,67264,54774,12490,1619,10871,1527,0.14046545855947015,0.42320842910356626,0.2232185748598879,0.5144893797683618,0.12962369895916734,0.32031875525501524,201737524.58839682,85377020.8722975,1896947710.2489772,5
2022-05-03,82298,66970,54975,11995,1420,10575,1546,0.14619385342789598,0.4287818572662578,0.22225927469779075,0.49769996350297,0.11838265944143393,0.16493198297574732,240879939.12472534,103284947.67608285,1669316762.824294,5
2022-05-04,100300,79799,64180,15619,2033,13586,2216,0.1631090828794347,0.45358372841554184,0.24348549843139766,0.504070117171358,0.13016198220116526,0.3127326484057547,304774931.48903,138240949.75238556,2065598571.8522959,5
2022-05-05,93791,74337,59535,14802,1774,13028,1951,0.14975437519189438,0.4380589218742615,0.22415889744629106,0.5164189486748159,0.11984866909877044,0.1992741965517356,354160217.7027361,155143043.1376143,2198354532.698148,5
